Property_ID,Date,City,Locality,State,Property_Type,BHK,Area_Sqft,Property_Age_Years,Sale_Price_Lakh,Price_per_Sqft,Monthly_Rent,Rental_Yield_Percent,New_Listings,Units_Sold,Unsold_Inventory,Days_on_Market,Demand_Index,Supply_Index,Interest_Rate_Percent,Inflation_Percent,GDP_Growth_Percent,Metro_Distance_Km,Latitude,Longitude
PROP06177,2024-07-01,Noida,Sector 150,Uttar Pradesh,Independent House,1,584,12,57.27,9805.77,24412,5.12,146,90,354,74,89.6,70.6,6.34,4.63,6.68,5.7,28.484181,77.412317
PROP06178,2022-03-01,Delhi,Mayur Vihar,Delhi,Apartment,1,762,4,102.6,13464.13,26106,3.05,177,114,365,100,69.6,75.0,6.4,4.97,6.07,7.0,28.603329,77.290959
PROP06179,2023-03-01,Delhi,Greater Kailash,Delhi,Apartment,3,1724,11,218.08,12649.69,61083,3.36,216,147,405,70,74.9,68.3,6.15,5.47,6.95,9.2,28.55303,77.24054
PROP06180,2023-06-01,Ahmedabad,Bopal,Gujarat,Apartment,2,927,8,39.29,4237.9,14673,4.48,97,62,206,61,83.5,60.7,6.15,5.32,6.37,10.4,23.026157,72.463506
PROP06181,2023-03-01,Bengaluru,Koramangala,Karnataka,Apartment,3,1293,2,108.81,8415.43,35351,3.9,142,97,330,87,70.2,66.3,6.18,4.56,6.79,9.0,12.933376,77.62861
PROP06182,2025-01-01,Ahmedabad,Satellite,Gujarat,Apartment,1,769,12,49.41,6425.13,18792,4.56,134,75,241,94,74.9,66.8,6.29,4.42,6.3,0.7,23.024982,72.515812
PROP06183,2023-07-01,Bengaluru,Electronic City,Karnataka,Apartment,1,652,20,59.46,9119.25,19914,4.02,107,54,269,86,82.5,74.2,6.26,5.28,6.92,11.1,12.843623,77.65778
PROP06184,2024-06-01,Delhi,Saket,Delhi,Apartment,1,643,3,78.06,12139.83,25085,3.86,199,131,344,92,66.8,69.0,6.19,4.86,6.38,2.9,28.528864,77.20055
PROP06185,2022-08-01,Mumbai,Andheri,Maharashtra,Apartment,3,1258,3,249.03,19795.6,61846,2.98,207,130,408,76,87.3,81.1,6.16,4.92,7.03,2.9,19.120978,72.846899
PROP06186,2023-11-01,Noida,Sector 137,Uttar Pradesh,Apartment,3,1368,12,110.24,8058.27,37024,4.03,154,86,319,54,63.2,67.5,6.28,5.05,6.44,0.3,28.513609,77.402638
PROP06187,2025-07-01,Noida,Greater Noida West,Uttar Pradesh,Apartment,2,1018,16,68.47,6725.64,22326,3.91,182,109,354,85,79.9,71.7,6.24,4.39,6.75,7.7,28.602518,77.440907
PROP06188,2023-04-01,Delhi,Mayur Vihar,Delhi,Independent House,2,1106,3,189.95,17174.73,42492,2.68,119,59,246,98,72.4,72.4,6.17,5.47,6.41,8.4,28.608778,77.294562
PROP06189,2024-05-01,Pune,Hinjewadi,Maharashtra,Apartment,3,1621,2,122.37,7549.31,43042,4.22,198,116,357,68,75.7,74.4,6.22,5.15,7.09,0.4,18.589583,73.739898
PROP06190,2026-06-01,Noida,Sector 78,Uttar Pradesh,Apartment,2,1185,0,97.23,8205.19,36750,4.54,219,111,468,77,70.9,68.8,6.31,3.73,6.71,10.5,28.571471,77.383959
PROP06191,2025-06-01,Chennai,Tambaram,Tamil Nadu,Apartment,3,1783,13,148.06,8304.19,53627,4.35,146,103,280,62,76.3,52.9,6.27,4.91,6.55,5.9,12.925978,80.097867
PROP06192,2025-04-01,Noida,Sector 62,Uttar Pradesh,Apartment,2,1183,16,86.77,7334.7,26524,3.67,150,105,278,73,80.5,77.6,6.17,4.73,6.31,2.1,28.624797,77.368222
PROP06193,2025-10-01,Delhi,Dwarka,Delhi,Apartment,4,2355,3,337.3,14322.66,113366,4.03,231,120,522,62,79.2,82.7,6.24,4.92,6.64,4.4,28.588646,77.047479
PROP06194,2024-09-01,Jaipur,Vaishali Nagar,Rajasthan,Apartment,2,1001,11,50.49,5043.68,22382,5.32,147,82,310,70,73.6,61.5,6.26,5.08,6.29,10.4,26.910019,75.737183
PROP06195,2025-11-01,Bengaluru,Sarjapur Road,Karnataka,Apartment,2,1125,10,91.75,8155.22,25054,3.28,181,111,357,73,91.2,76.0,6.2,4.84,6.74,11.8,12.910515,77.682652
PROP06196,2025-07-01,Hyderabad,Miyapur,Telangana,Independent House,3,1694,5,155.37,9171.86,46681,3.61,76,46,204,73,86.9,67.0,6.37,5.15,6.68,4.8,17.493681,78.352741
PROP06197,2022-09-01,Pune,Viman Nagar,Maharashtra,Apartment,3,1327,13,103.07,7766.99,32154,3.74,113,66,220,66,70.8,74.9,6.2,4.54,6.09,0.4,18.567729,73.909215
PROP06198,2024-09-01,Pune,Hinjewadi,Maharashtra,Apartment,1,660,0,48.84,7399.76,21015,5.16,84,40,217,82,67.9,67.4,6.18,5.48,6.24,3.4,18.587654,73.740036
PROP06199,2023-09-01,Delhi,Mayur Vihar,Delhi,Apartment,3,1723,5,179.81,10435.82,70205,4.69,107,57,244,111,72.2,70.9,6.19,4.02,6.91,9.1,28.612352,77.289503
PROP06200,2022-07-01,Pune,Kharadi,Maharashtra,Apartment,2,1242,5,88.55,7129.95,35076,4.75,120,89,219,92,75.2,47.5,6.26,4.89,6.45,11.4,18.547363,73.945264
PROP06201,2023-05-01,Delhi,Rohini,Delhi,Apartment,3,1259,16,134.83,10708.96,36206,3.22,71,39,130,72,92.3,76.5,6.32,5.66,6.65,1.8,28.748,77.056549
PROP06202,2025-10-01,Pune,Hadapsar,Maharashtra,Apartment,2,1190,15,128.25,10777.44,59765,5.59,207,120,448,67,83.0,72.8,6.14,5.32,6.52,10.3,18.510475,73.923098
PROP06203,2024-12-01,Jaipur,Ajmer Road,Rajasthan,Apartment,3,1590,12,92.91,5843.52,31917,4.12,110,60,246,45,73.0,54.5,6.13,4.78,6.43,11.3,26.89864,75.688501
PROP06204,2022-03-01,Jaipur,Vaishali Nagar,Rajasthan,Independent House,3,1331,7,62.08,4664.0,23431,4.53,234,146,486,70,60.1,64.2,6.26,4.93,6.2,2.0,26.907864,75.743514
PROP06205,2024-05-01,Pune,Baner,Maharashtra,Apartment,2,1086,4,102.07,9398.76,31278,3.68,114,75,204,89,80.2,67.2,6.16,3.9,6.31,3.1,18.557007,73.787212
PROP06206,2024-11-01,Noida,Greater Noida West,Uttar Pradesh,Apartment,2,1108,13,87.88,7930.97,29553,4.04,189,133,297,98,75.1,61.5,6.24,5.61,7.0,4.3,28.607177,77.439453
PROP06207,2023-02-01,Delhi,Dwarka,Delhi,Apartment,4,1846,18,202.89,10990.92,43123,2.55,228,152,443,64,87.8,64.4,6.21,4.27,6.82,10.9,28.598892,77.04521
PROP06208,2024-10-01,Chennai,OMR,Tamil Nadu,Apartment,2,888,10,63.94,7200.48,22512,4.23,202,106,479,89,73.7,81.7,6.09,5.49,6.69,3.9,12.935489,80.228282
PROP06209,2024-11-01,Bengaluru,Sarjapur Road,Karnataka,Apartment,1,730,18,63.04,8635.56,20933,3.98,171,130,308,59,94.7,73.0,6.27,4.49,6.08,9.6,12.909171,77.68553
PROP06210,2023-01-01,Jaipur,C-Scheme,Rajasthan,Apartment,2,1163,8,42.55,3658.89,18933,5.34,125,83,167,98,60.6,58.1,6.21,4.9,6.93,6.8,26.913236,75.789614
PROP06211,2022-10-01,Ahmedabad,Satellite,Gujarat,Apartment,4,2264,20,115.95,5121.32,50588,5.24,96,55,169,73,73.6,72.9,6.22,5.4,7.3,8.4,23.026057,72.514528
PROP06212,2022-08-01,Jaipur,Mansarovar,Rajasthan,Apartment,3,1492,11,57.42,3848.46,24414,5.1,191,97,411,85,69.1,67.0,6.23,4.62,6.55,4.3,26.849214,75.767211
PROP06213,2022-01-01,Delhi,Vasant Kunj,Delhi,Apartment,2,1050,7,125.31,11934.17,26613,2.55,94,60,161,87,81.7,77.6,6.18,5.09,5.98,7.0,28.525091,77.150921
PROP06214,2025-07-01,Delhi,Rohini,Delhi,Apartment,3,1363,19,193.35,14185.8,62207,3.86,136,82,180,78,82.8,80.8,6.27,4.64,6.55,2.7,28.745106,77.056439
PROP06215,2025-04-01,Mumbai,Thane,Maharashtra,Apartment,4,1852,2,373.89,20188.51,108538,3.48,179,112,364,86,84.1,68.8,6.23,5.84,6.35,1.1,19.219215,72.973993
PROP06216,2024-12-01,Pune,Hadapsar,Maharashtra,Apartment,3,1686,19,150.16,8906.56,46353,3.7,182,121,333,82,74.3,67.8,6.35,5.84,7.11,2.9,18.496944,73.928609
PROP06217,2023-01-01,Mumbai,Andheri,Maharashtra,Apartment,1,765,2,148.92,19466.87,36948,2.98,134,91,246,85,72.6,61.6,6.26,4.98,6.7,6.1,19.122943,72.84779
PROP06218,2024-02-01,Ahmedabad,Prahlad Nagar,Gujarat,Apartment,2,901,7,40.12,4453.07,17050,5.1,101,63,160,94,73.0,70.4,6.28,4.53,6.73,7.3,23.011801,72.509938
PROP06219,2024-04-01,Bengaluru,Sarjapur Road,Karnataka,Apartment,2,1101,17,113.46,10305.4,37324,3.95,179,110,369,75,86.0,71.6,6.29,4.44,6.48,6.5,12.910694,77.687931
PROP06220,2023-09-01,Delhi,Rohini,Delhi,Apartment,4,2070,7,268.48,12970.11,88674,3.96,127,72,223,80,76.7,59.3,6.23,4.84,6.43,11.2,28.743021,77.057302
PROP06221,2023-01-01,Bengaluru,Yelahanka,Karnataka,Apartment,3,1486,8,144.06,9694.76,53934,4.49,208,118,398,94,66.6,70.7,6.22,4.44,6.5,10.5,13.100599,77.593798
PROP06222,2023-11-01,Delhi,Dwarka,Delhi,Apartment,3,1411,3,184.23,13056.95,65880,4.29,149,90,259,84,77.7,59.6,6.31,5.02,6.43,4.4,28.59348,77.048826
PROP06223,2026-05-01,Delhi,Vasant Kunj,Delhi,Apartment,2,1008,9,148.4,14721.77,47997,3.88,174,117,313,67,88.2,72.5,6.15,5.23,7.77,11.9,28.531474,77.152021
PROP06224,2026-01-01,Bengaluru,Koramangala,Karnataka,Independent House,2,1234,11,146.64,11883.35,41879,3.43,113,65,203,87,82.9,75.6,6.2,4.75,6.41,1.8,12.940327,77.626271
PROP06225,2025-10-01,Delhi,Saket,Delhi,Apartment,2,874,14,145.47,16643.67,42026,3.47,179,103,314,46,80.7,69.4,6.33,3.92,6.33,3.7,28.523479,77.206324
PROP06226,2025-03-01,Mumbai,Navi Mumbai,Maharashtra,Apartment,4,2054,13,405.18,19726.49,116066,3.44,106,66,241,68,67.0,75.3,6.16,5.34,6.54,9.1,19.031606,73.028076
PROP06227,2023-04-01,Ahmedabad,SG Highway,Gujarat,Apartment,1,616,13,28.25,4586.59,11223,4.77,155,111,252,78,66.0,58.4,6.28,5.29,6.5,9.3,23.052478,72.523944
PROP06228,2024-09-01,Chennai,Porur,Tamil Nadu,Apartment,3,1425,15,106.25,7455.81,38718,4.37,244,131,515,89,82.2,77.8,6.24,4.51,6.85,3.0,13.032433,80.15279
PROP06229,2022-10-01,Ahmedabad,SG Highway,Gujarat,Apartment,4,2084,8,99.63,4780.63,37428,4.51,163,91,379,79,63.4,65.6,6.1,4.82,6.77,8.8,23.047452,72.513893
PROP06230,2026-04-01,Noida,Sector 150,Uttar Pradesh,Apartment,3,1450,19,107.46,7411.03,30131,3.36,142,83,207,69,80.5,70.6,6.22,5.64,6.51,4.2,28.477476,77.403178
PROP06231,2025-11-01,Chennai,Porur,Tamil Nadu,Apartment,1,581,3,48.45,8339.42,13597,3.37,219,152,431,46,81.4,62.9,6.3,4.9,6.64,4.2,13.036143,80.158969
PROP06232,2023-09-01,Mumbai,Navi Mumbai,Maharashtra,Apartment,2,1094,2,214.37,19594.63,46590,2.61,217,110,451,61,76.4,88.6,6.13,5.29,6.42,3.8,19.023361,73.028812
PROP06233,2025-07-01,Chennai,Tambaram,Tamil Nadu,Apartment,2,1170,20,92.66,7919.86,28683,3.71,184,109,363,53,82.4,71.1,6.24,4.77,6.03,1.5,12.923993,80.094934
PROP06234,2025-04-01,Bengaluru,Sarjapur Road,Karnataka,Villa,2,868,1,129.49,14917.76,41499,3.85,87,47,183,65,86.7,69.4,6.28,5.2,7.11,9.7,12.914732,77.681883
PROP06235,2025-04-01,Delhi,Dwarka,Delhi,Apartment,3,1493,15,198.52,13296.66,68519,4.14,203,134,390,86,84.2,64.0,6.42,4.91,6.37,9.6,28.59058,77.049403
PROP06236,2022-06-01,Chennai,Porur,Tamil Nadu,Villa,2,977,10,88.21,9028.43,27257,3.71,119,70,238,66,80.3,66.1,6.12,5.42,6.39,6.2,13.040288,80.1521
PROP06237,2023-12-01,Hyderabad,Manikonda,Telangana,Apartment,3,1748,1,106.55,6095.8,41288,4.65,103,63,198,62,84.0,66.9,6.09,5.52,6.38,3.8,17.406612,78.389251
PROP06238,2023-07-01,Chennai,Adyar,Tamil Nadu,Apartment,2,870,20,63.29,7274.42,18461,3.5,46,33,115,75,70.9,61.6,6.18,4.7,6.36,2.5,13.002896,80.259758
PROP06239,2024-06-01,Pune,Hinjewadi,Maharashtra,Apartment,2,1037,5,85.68,8261.98,33001,4.62,139,102,244,83,81.7,62.3,6.35,5.18,5.74,2.4,18.590998,73.74402
PROP06240,2024-03-01,Noida,Sector 150,Uttar Pradesh,Independent House,3,1568,13,130.76,8339.17,50710,4.65,168,107,335,84,81.2,69.0,6.31,6.23,6.5,5.0,28.482925,77.403191
PROP06241,2025-11-01,Jaipur,Malviya Nagar,Rajasthan,Apartment,2,1176,17,51.19,4352.56,21691,5.09,158,98,308,78,64.4,62.1,6.32,4.11,6.45,11.4,26.858169,75.801698
PROP06242,2024-04-01,Noida,Greater Noida West,Uttar Pradesh,Apartment,3,1324,20,83.42,6300.33,25044,3.6,167,83,368,85,66.3,65.7,6.14,4.09,6.95,3.8,28.60757,77.428772
PROP06243,2022-02-01,Pune,Hinjewadi,Maharashtra,Apartment,2,1094,19,76.27,6971.88,29448,4.63,147,82,315,57,69.1,63.0,6.12,4.44,6.75,10.1,18.588742,73.731979
PROP06244,2022-10-01,Pune,Hinjewadi,Maharashtra,Apartment,3,1387,10,130.87,9435.8,38363,3.52,123,81,290,73,64.2,65.5,6.2,4.86,6.69,9.2,18.587476,73.743131
PROP06245,2025-10-01,Bengaluru,Sarjapur Road,Karnataka,Apartment,3,1708,8,174.58,10221.42,62436,4.29,162,107,316,74,79.6,68.1,6.35,5.17,6.64,4.3,12.909923,77.679114
PROP06246,2025-01-01,Ahmedabad,Maninagar,Gujarat,Apartment,1,577,17,33.2,5753.69,13306,4.81,180,99,395,77,68.2,65.2,6.13,4.93,5.95,6.2,22.997587,72.605585
PROP06247,2024-11-01,Hyderabad,Manikonda,Telangana,Apartment,1,660,15,50.2,7605.87,20575,4.92,140,92,279,95,75.9,71.3,6.24,5.13,6.49,11.7,17.408559,78.380183
PROP06248,2025-09-01,Delhi,Vasant Kunj,Delhi,Apartment,2,1127,3,140.04,12426.2,32729,2.8,127,69,255,78,85.8,68.6,6.2,4.85,6.96,1.2,28.532605,77.157384
PROP06249,2022-08-01,Delhi,Dwarka,Delhi,Apartment,2,904,11,95.68,10584.17,17645,2.21,194,110,407,71,72.2,72.4,6.21,4.77,6.62,2.3,28.591526,77.048376
PROP06250,2022-10-01,Noida,Sector 75,Uttar Pradesh,Apartment,3,1535,1,112.47,7327.18,35860,3.83,174,110,281,71,77.8,67.7,6.29,5.03,5.85,0.4,28.582966,77.385514
PROP06251,2024-01-01,Pune,Viman Nagar,Maharashtra,Apartment,2,1193,5,100.47,8421.78,39432,4.71,179,137,184,70,91.9,64.3,6.23,5.81,6.7,6.3,18.560936,73.915334
PROP06252,2025-02-01,Hyderabad,Kukatpally,Telangana,Apartment,2,1082,1,80.76,7464.42,25544,3.8,157,110,312,66,83.4,62.1,6.23,4.69,6.08,5.2,17.48399,78.415427
PROP06253,2024-04-01,Hyderabad,Gachibowli,Telangana,Villa,3,1611,13,191.24,11870.59,80674,5.06,183,115,410,69,82.1,59.3,6.2,5.27,6.58,2.5,17.437596,78.346519
PROP06254,2022-06-01,Bengaluru,Hebbal,Karnataka,Apartment,3,1312,9,93.09,7095.09,41521,5.35,178,118,384,60,91.4,73.2,6.2,4.78,6.44,6.2,13.044587,77.596294
PROP06255,2024-09-01,Ahmedabad,Chandkheda,Gujarat,Apartment,3,1344,15,83.24,6193.45,30270,4.36,172,101,360,71,70.2,65.9,6.34,4.71,6.51,11.9,23.114615,72.58976
PROP06256,2022-01-01,Chennai,Velachery,Tamil Nadu,Apartment,4,1977,16,97.67,4940.35,33690,4.14,99,62,213,97,71.4,58.1,6.48,4.73,5.94,3.7,12.976908,80.207812
PROP06257,2024-02-01,Pune,Baner,Maharashtra,Apartment,1,683,3,50.27,7360.27,15472,3.69,144,77,297,74,74.7,68.6,6.3,6.24,5.87,8.4,18.551988,73.788783
PROP06258,2023-08-01,Ahmedabad,SG Highway,Gujarat,Villa,3,1259,18,111.89,8887.38,45953,4.93,140,89,219,75,73.1,74.2,6.15,5.33,6.62,3.2,23.043705,72.519758
PROP06259,2024-01-01,Ahmedabad,Bopal,Gujarat,Villa,2,873,1,77.39,8864.57,31346,4.86,156,91,264,72,70.9,52.4,6.13,5.4,6.74,8.0,23.029173,72.466848
PROP06260,2025-05-01,Delhi,Mayur Vihar,Delhi,Apartment,3,1292,2,159.39,12336.3,46211,3.48,128,87,234,78,76.5,66.9,6.18,5.49,6.15,5.8,28.601787,77.300092
PROP06261,2026-05-01,Mumbai,Powai,Maharashtra,Villa,4,1971,5,839.59,42597.15,210926,3.01,191,139,336,60,87.6,65.7,6.2,5.09,6.75,0.9,19.118399,72.901412
PROP06262,2022-04-01,Hyderabad,Manikonda,Telangana,Villa,2,1158,18,141.91,12254.88,48681,4.12,173,122,301,68,77.5,68.0,6.15,5.25,7.01,6.0,17.408422,78.383706
PROP06263,2022-06-01,Hyderabad,Gachibowli,Telangana,Apartment,2,1193,16,100.52,8425.93,39513,4.72,78,63,119,78,83.2,58.4,6.23,5.66,6.39,11.6,17.445491,78.350045
PROP06264,2026-01-01,Mumbai,Borivali,Maharashtra,Apartment,3,1574,5,348.2,22122.05,91670,3.16,68,38,148,78,79.4,67.7,6.27,5.18,7.19,8.6,19.237736,72.85741
PROP06265,2024-07-01,Hyderabad,Hitech City,Telangana,Apartment,2,1023,4,73.43,7177.95,27084,4.43,113,73,212,41,78.1,62.4,6.24,4.52,7.2,3.8,17.451729,78.385457
PROP06266,2026-05-01,Mumbai,Navi Mumbai,Maharashtra,Apartment,3,1433,14,298.33,20818.39,65758,2.65,156,111,239,81,86.7,73.2,6.27,4.82,6.6,7.7,19.037251,73.03985
PROP06267,2022-10-01,Hyderabad,Kukatpally,Telangana,Apartment,2,923,18,63.32,6859.7,25488,4.83,179,118,329,71,79.1,52.8,6.18,5.09,7.18,2.0,17.486031,78.41781
PROP06268,2026-04-01,Pune,Baner,Maharashtra,Apartment,3,1642,0,140.8,8575.13,40301,3.43,154,116,248,77,84.7,61.7,6.21,5.55,6.78,5.4,18.557272,73.785807
PROP06269,2023-08-01,Chennai,Porur,Tamil Nadu,Apartment,3,1556,12,119.21,7661.37,41629,4.19,198,104,412,81,73.8,73.2,6.27,5.52,6.41,9.1,13.035345,80.160877
PROP06270,2023-07-01,Chennai,Tambaram,Tamil Nadu,Apartment,1,676,2,53.28,7881.95,13549,3.05,165,99,313,63,77.7,72.5,6.35,5.49,6.4,7.4,12.924894,80.095284
PROP06271,2022-02-01,Delhi,Rohini,Delhi,Apartment,3,1335,13,132.24,9905.72,30945,2.81,151,86,329,70,78.8,60.9,6.28,4.55,6.61,11.9,28.740436,77.050998
PROP06272,2025-10-01,Mumbai,Borivali,Maharashtra,Apartment,2,927,10,174.41,18814.09,44407,3.06,136,68,354,72,81.3,76.4,6.16,5.17,6.33,8.7,19.232034,72.855243
PROP06273,2026-04-01,Mumbai,Borivali,Maharashtra,Apartment,3,1365,5,329.0,24102.62,89841,3.28,143,78,330,75,83.5,86.4,6.23,4.93,6.22,4.1,19.22964,72.858533
PROP06274,2024-12-01,Pune,Hinjewadi,Maharashtra,Apartment,1,648,11,37.89,5846.94,11012,3.49,189,143,302,62,78.3,63.4,6.2,5.47,6.5,7.2,18.595601,73.741262
PROP06275,2026-02-01,Chennai,OMR,Tamil Nadu,Independent House,3,1645,11,147.56,8970.19,35821,2.91,191,110,400,75,74.5,82.6,6.2,4.99,7.11,7.6,12.935672,80.221068
PROP06276,2023-05-01,Kolkata,Behala,West Bengal,Apartment,1,557,8,30.61,5494.86,12695,4.98,53,34,108,75,76.3,62.2,6.07,4.48,6.8,5.7,22.500293,88.312984
PROP06277,2026-01-01,Chennai,OMR,Tamil Nadu,Apartment,2,1026,19,67.44,6573.33,21500,3.83,199,120,362,54,83.5,68.4,6.36,4.81,6.54,5.9,12.937228,80.22586
PROP06278,2023-09-01,Pune,Kharadi,Maharashtra,Villa,3,1590,18,166.43,10467.17,62681,4.52,124,71,244,88,70.2,61.0,6.11,5.18,6.42,6.1,18.555538,73.944053
PROP06279,2024-10-01,Mumbai,Andheri,Maharashtra,Apartment,2,1172,12,262.39,22388.17,77921,3.56,163,93,304,60,81.2,80.4,6.21,5.32,6.0,7.9,19.122598,72.848602
PROP06280,2022-12-01,Pune,Viman Nagar,Maharashtra,Independent House,2,1230,18,100.85,8199.57,30734,3.66,177,104,409,82,77.0,76.5,6.37,5.05,7.07,1.6,18.570892,73.913599
PROP06281,2022-01-01,Delhi,Rohini,Delhi,Apartment,3,1480,15,152.11,10277.77,58341,4.6,222,134,416,70,71.5,75.6,6.29,5.18,6.35,7.2,28.746927,77.057286
PROP06282,2024-02-01,Kolkata,Rajarhat,West Bengal,Apartment,3,1640,2,97.8,5963.71,43884,5.38,224,128,425,76,70.1,68.0,6.19,5.24,6.5,3.3,22.620755,88.482019
PROP06283,2024-05-01,Noida,Sector 75,Uttar Pradesh,Apartment,1,570,4,37.45,6569.98,12290,3.94,262,142,607,72,68.5,66.2,6.25,4.79,6.59,5.6,28.581192,77.385102
PROP06284,2024-07-01,Hyderabad,Hitech City,Telangana,Apartment,3,1575,14,122.01,7746.41,53333,5.25,77,45,100,69,79.3,56.4,6.23,4.46,7.09,2.9,17.448844,78.39069
PROP06285,2023-02-01,Ahmedabad,SG Highway,Gujarat,Apartment,3,1770,12,82.01,4633.6,33953,4.97,120,82,197,79,71.9,66.0,6.05,4.47,6.11,6.3,23.043612,72.512572
PROP06286,2024-03-01,Pune,Hinjewadi,Maharashtra,Apartment,3,1477,20,107.19,7257.37,48704,5.45,186,95,369,78,78.3,70.0,6.09,5.17,6.45,10.8,18.591707,73.744402
PROP06287,2022-09-01,Delhi,Vasant Kunj,Delhi,Apartment,3,1713,15,214.94,12547.39,42000,2.34,230,149,401,85,71.9,64.3,6.16,5.58,6.22,3.7,28.527134,77.156082
PROP06288,2023-10-01,Ahmedabad,Maninagar,Gujarat,Apartment,2,931,7,55.07,5915.6,21894,4.77,110,70,149,76,74.6,54.4,6.31,5.18,6.74,6.1,22.990867,72.609298
PROP06289,2023-05-01,Delhi,Mayur Vihar,Delhi,Apartment,2,850,6,107.33,12627.17,28518,3.19,175,113,263,72,81.2,63.4,6.13,4.49,5.99,6.9,28.605437,77.294631
PROP06290,2022-04-01,Jaipur,Vaishali Nagar,Rajasthan,Apartment,4,2469,13,103.98,4211.61,35263,4.07,69,42,126,59,73.9,62.4,6.33,4.23,6.8,5.5,26.907496,75.740098
PROP06291,2025-05-01,Mumbai,Navi Mumbai,Maharashtra,Apartment,3,1686,5,439.68,26078.02,98978,2.7,131,74,278,79,80.2,71.2,6.1,4.92,6.13,3.1,19.03951,73.028479
PROP06292,2025-11-01,Delhi,Mayur Vihar,Delhi,Apartment,2,1202,2,187.77,15621.14,60848,3.89,128,74,253,66,87.1,68.4,6.1,5.86,6.58,1.3,28.606846,77.297476
PROP06293,2024-05-01,Mumbai,Borivali,Maharashtra,Apartment,2,978,7,238.1,24345.35,52446,2.64,196,128,307,62,81.9,74.2,6.3,4.71,6.12,2.8,19.235397,72.855682
PROP06294,2025-08-01,Chennai,Tambaram,Tamil Nadu,Apartment,1,729,13,52.62,7217.66,22043,5.03,144,102,237,81,93.1,69.2,6.1,5.13,6.49,4.3,12.925808,80.098192
PROP06295,2023-09-01,Ahmedabad,Prahlad Nagar,Gujarat,Independent House,4,1938,18,131.55,6788.11,64702,5.9,38,23,91,72,70.6,53.8,6.17,4.81,7.08,10.0,23.011537,72.502117
PROP06296,2026-01-01,Hyderabad,Kondapur,Telangana,Apartment,2,1095,19,69.04,6305.34,28857,5.02,163,91,294,68,79.9,68.3,6.19,4.64,6.35,5.2,17.470908,78.366678
PROP06297,2023-08-01,Chennai,OMR,Tamil Nadu,Apartment,3,1778,16,106.88,6010.99,30894,3.47,71,46,79,100,71.4,62.1,6.14,4.82,6.18,7.6,12.9363,80.222776
PROP06298,2023-03-01,Noida,Sector 150,Uttar Pradesh,Apartment,1,682,10,45.46,6665.86,11674,3.08,88,43,184,99,69.7,84.5,6.28,4.42,6.25,11.4,28.479847,77.402952
PROP06299,2025-06-01,Noida,Sector 78,Uttar Pradesh,Apartment,2,1047,7,68.05,6499.49,27376,4.83,139,89,322,106,83.0,75.6,6.2,5.58,6.6,8.9,28.575346,77.387989
PROP06300,2025-08-01,Jaipur,Vaishali Nagar,Rajasthan,Apartment,1,800,0,39.61,4951.22,17044,5.16,183,99,338,70,72.1,65.3,6.25,4.88,6.1,2.0,26.919115,75.739721
PROP06301,2024-07-01,Pune,Hinjewadi,Maharashtra,Apartment,3,1576,8,119.15,7560.38,32245,3.25,208,152,415,67,81.2,54.7,6.19,4.44,6.79,1.4,18.590282,73.735011
PROP06302,2024-02-01,Kolkata,Rajarhat,West Bengal,Apartment,2,1208,9,87.51,7244.07,45381,6.22,179,94,387,59,66.2,60.3,6.25,4.78,6.65,1.0,22.618192,88.487977
PROP06303,2023-01-01,Hyderabad,Miyapur,Telangana,Apartment,1,730,15,43.11,5905.94,16442,4.58,127,72,309,79,84.6,67.0,6.19,5.03,7.04,10.5,17.492632,78.35822
PROP06304,2023-06-01,Ahmedabad,Maninagar,Gujarat,Apartment,1,570,10,30.58,5365.36,11433,4.49,163,102,264,72,70.8,53.5,6.13,4.39,6.11,7.1,22.995611,72.597747
PROP06305,2024-09-01,Chennai,Porur,Tamil Nadu,Apartment,3,1598,5,109.62,6859.79,30220,3.31,150,93,274,50,81.8,61.2,6.14,4.47,6.61,8.9,13.03764,80.162755
PROP06306,2022-05-01,Delhi,Vasant Kunj,Delhi,Independent House,2,906,19,131.36,14499.3,33897,3.1,131,79,213,86,65.0,63.3,6.28,4.95,6.58,0.6,28.523896,77.154247
PROP06307,2025-07-01,Kolkata,Behala,West Bengal,Apartment,3,1298,14,67.87,5228.75,22004,3.89,194,129,374,75,71.2,56.8,6.09,4.98,6.1,6.2,22.497023,88.307497
PROP06308,2022-07-01,Chennai,Tambaram,Tamil Nadu,Villa,1,756,14,94.06,12442.24,27773,3.54,116,69,277,61,64.9,63.5,6.09,5.27,6.17,10.5,12.928662,80.102629
PROP06309,2023-08-01,Delhi,Greater Kailash,Delhi,Apartment,3,1386,2,153.52,11076.13,47936,3.75,129,93,295,91,82.0,74.7,6.17,4.66,6.59,4.5,28.551103,77.240526
PROP06310,2025-12-01,Delhi,Dwarka,Delhi,Apartment,2,1155,6,155.1,13428.77,38837,3.0,192,126,358,94,84.8,73.5,6.31,4.96,6.73,1.9,28.585855,77.052315
PROP06311,2025-01-01,Chennai,Porur,Tamil Nadu,Villa,2,1242,11,140.21,11288.76,45851,3.92,63,42,110,82,78.8,72.9,6.17,5.36,6.04,1.7,13.040251,80.161177
PROP06312,2026-02-01,Hyderabad,Kondapur,Telangana,Apartment,4,2114,18,170.51,8065.88,57235,4.03,177,120,326,79,86.6,57.8,6.09,4.9,6.81,5.0,17.454732,78.366371
